74.6 0.026
75.9 0.030
78.2 0.020
79.6 0.023
81.0 0.023
82.6 0.026
84.1 0.020
85.7 0.020
86.6 0.006
88.0 0.036
90.4 0.066
92.7 0.030
94.7 0.033
96.5 0.026
97.7 0.016
