74.6 0.0236398
75.9 0.0239961
78.2 0.0246265
79.6 0.0250103
81 0.025394
82.6 0.0258325
84.1 0.0262436
85.7 0.0266822
86.6 0.0269288
88 0.0273126
90.4 0.0279704
92.7 0.0286008
94.7 0.0291489
96.5 0.0296423
97.7 0.0299712
